,RunId,iteration,Step,width,height,visibility,wind,temperature,drone,path,georesq,AgentID,battery_drone,position_drone_x,position_drone_y,position_person_x,position_person_y
0,0,0,0,100,100,250,25,0,4,False,True,1,1.0,50.0,50.0,42.0,59.0
1,0,0,0,100,100,250,25,0,4,False,True,2,1.0,50.0,50.0,42.0,59.0
2,0,0,1,100,100,250,25,0,4,False,True,1,0.999529915,50.0,50.834,42.037,58.963
3,0,0,1,100,100,250,25,0,4,False,True,2,0.999529915,50.0,50.834,42.037,58.963
4,0,0,2,100,100,250,25,0,4,False,True,1,0.99905983,50.834,50.834,42.079,58.963
5,0,0,2,100,100,250,25,0,4,False,True,2,0.99905983,50.834,50.834,42.079,58.963
6,0,0,3,100,100,250,25,0,4,False,True,1,0.998539745,51.668000000000006,50.834,42.116,58.926
7,0,0,3,100,100,250,25,0,4,False,True,2,0.998539745,51.668000000000006,50.834,42.116,58.926
8,0,0,4,100,100,250,25,0,4,False,True,1,0.99806966,51.668000000000006,50.0,42.153,58.963
9,0,0,4,100,100,250,25,0,4,False,True,2,0.99806966,51.668000000000006,50.0,42.153,58.963
10,0,0,5,100,100,250,25,0,4,False,True,1,0.997569575,51.668000000000006,49.166,42.116,58.926
11,0,0,5,100,100,250,25,0,4,False,True,2,0.997569575,51.668000000000006,49.166,42.116,58.926
12,0,0,6,100,100,250,25,0,4,False,True,1,0.99709949,51.668000000000006,48.331999999999994,42.116,58.963
13,0,0,6,100,100,250,25,0,4,False,True,2,0.99709949,51.668000000000006,48.331999999999994,42.116,58.963
14,0,0,7,100,100,250,25,0,4,False,True,1,0.996629405,50.834,48.331999999999994,42.153,58.963
15,0,0,7,100,100,250,25,0,4,False,True,2,0.996629405,50.834,48.331999999999994,42.153,58.963
16,0,0,8,100,100,250,25,0,4,False,True,1,0.99615932,50.0,48.331999999999994,42.19,58.926
17,0,0,8,100,100,250,25,0,4,False,True,2,0.99615932,50.0,48.331999999999994,42.19,58.926
18,0,0,9,100,100,250,25,0,4,False,True,1,0.995689235,49.166,48.331999999999994,42.153,58.889
19,0,0,9,100,100,250,25,0,4,False,True,2,0.995689235,49.166,48.331999999999994,42.153,58.889
20,0,0,10,100,100,250,25,0,4,False,True,1,0.9952191499999999,48.331999999999994,48.331999999999994,42.19,58.852000000000004
21,0,0,10,100,100,250,25,0,4,False,True,2,0.9952191499999999,48.331999999999994,48.331999999999994,42.19,58.852000000000004
22,0,0,11,100,100,250,25,0,4,False,True,1,0.9946490649999999,48.331999999999994,49.166,42.153,58.815000000000005
23,0,0,11,100,100,250,25,0,4,False,True,2,0.9946490649999999,48.331999999999994,49.166,42.153,58.815000000000005
24,0,0,12,100,100,250,25,0,4,False,True,1,0.9941389799999999,48.331999999999994,50.0,42.116,58.852000000000004
25,0,0,12,100,100,250,25,0,4,False,True,2,0.9941389799999999,48.331999999999994,50.0,42.116,58.852000000000004
26,0,0,13,100,100,250,25,0,4,False,True,1,0.9936688949999999,48.331999999999994,50.834,42.079,58.852000000000004
27,0,0,13,100,100,250,25,0,4,False,True,2,0.9936688949999999,48.331999999999994,50.834,42.079,58.852000000000004
28,0,0,14,100,100,250,25,0,4,False,True,1,0.9931988099999999,48.331999999999994,51.668000000000006,42.042,58.852000000000004
29,0,0,14,100,100,250,25,0,4,False,True,2,0.9931988099999999,48.331999999999994,51.668000000000006,42.042,58.852000000000004
30,0,0,15,100,100,250,25,0,4,False,True,1,0.9926287249999999,49.166,51.668000000000006,42.079,58.889
31,0,0,15,100,100,250,25,0,4,False,True,2,0.9926287249999999,49.166,51.668000000000006,42.079,58.889
32,0,0,16,100,100,250,25,0,4,False,True,1,0.9921086399999999,50.0,51.668000000000006,42.079,58.926
33,0,0,16,100,100,250,25,0,4,False,True,2,0.9921086399999999,50.0,51.668000000000006,42.079,58.926
34,0,0,17,100,100,250,25,0,4,False,True,1,0.9916385549999999,50.834,51.668000000000006,42.116,58.889
35,0,0,17,100,100,250,25,0,4,False,True,2,0.9916385549999999,50.834,51.668000000000006,42.116,58.889
36,0,0,18,100,100,250,25,0,4,False,True,1,0.9911184699999999,51.668000000000006,51.668000000000006,42.116,58.889
37,0,0,18,100,100,250,25,0,4,False,True,2,0.9911184699999999,51.668000000000006,51.668000000000006,42.116,58.889
38,0,0,19,100,100,250,25,0,4,False,True,1,0.9906183849999999,52.50200000000001,51.668000000000006,42.116,58.852000000000004
39,0,0,19,100,100,250,25,0,4,False,True,2,0.9906183849999999,52.50200000000001,51.668000000000006,42.116,58.852000000000004
40,0,0,20,100,100,250,25,0,4,False,True,1,0.9901482999999999,52.50200000000001,50.834,42.116,58.889
41,0,0,20,100,100,250,25,0,4,False,True,2,0.9901482999999999,52.50200000000001,50.834,42.116,58.889
42,0,0,21,100,100,250,25,0,4,False,True,1,0.9896782149999999,52.50200000000001,50.0,42.153,58.889
43,0,0,21,100,100,250,25,0,4,False,True,2,0.9896782149999999,52.50200000000001,50.0,42.153,58.889
44,0,0,22,100,100,250,25,0,4,False,True,1,0.9892081299999999,52.50200000000001,49.166,42.116,58.852000000000004
45,0,0,22,100,100,250,25,0,4,False,True,2,0.9892081299999999,52.50200000000001,49.166,42.116,58.852000000000004
46,0,0,23,100,100,250,25,0,4,False,True,1,0.9887380449999998,52.50200000000001,48.331999999999994,42.153,58.815000000000005
47,0,0,23,100,100,250,25,0,4,False,True,2,0.9887380449999998,52.50200000000001,48.331999999999994,42.153,58.815000000000005
48,0,0,24,100,100,250,25,0,4,False,True,1,0.9882679599999998,52.50200000000001,47.49799999999999,42.116,58.852000000000004
