,RunId,iteration,Step,width,height,visibility,wind,temperature,drone,path,georesq,AgentID,battery_drone,position_drone_x,position_drone_y,position_person_x,position_person_y
0,0,0,0,100,100,250,25,0,4,False,True,1,1.0,50.0,50.0,42.0,59.0
1,0,0,0,100,100,250,25,0,4,False,True,2,1.0,50.0,50.0,42.0,59.0
2,0,0,1,100,100,250,25,0,4,False,True,1,0.999529915,50.0,50.834,42.037,59.037
3,0,0,1,100,100,250,25,0,4,False,True,2,0.999529915,50.0,50.834,42.037,59.037
4,0,0,2,100,100,250,25,0,4,False,True,1,0.99905983,50.834,50.834,42.037,59.079
5,0,0,2,100,100,250,25,0,4,False,True,2,0.99905983,50.834,50.834,42.037,59.079
6,0,0,3,100,100,250,25,0,4,False,True,1,0.998539745,51.668000000000006,50.834,42.0,59.042
7,0,0,3,100,100,250,25,0,4,False,True,2,0.998539745,51.668000000000006,50.834,42.0,59.042
8,0,0,4,100,100,250,25,0,4,False,True,1,0.99806966,51.668000000000006,50.0,41.963,59.079
9,0,0,4,100,100,250,25,0,4,False,True,2,0.99806966,51.668000000000006,50.0,41.963,59.079
10,0,0,5,100,100,250,25,0,4,False,True,1,0.997569575,51.668000000000006,49.166,42.005,59.037
11,0,0,5,100,100,250,25,0,4,False,True,2,0.997569575,51.668000000000006,49.166,42.005,59.037
12,0,0,6,100,100,250,25,0,4,False,True,1,0.99709949,51.668000000000006,48.331999999999994,42.032000000000004,59.064
13,0,0,6,100,100,250,25,0,4,False,True,2,0.99709949,51.668000000000006,48.331999999999994,42.032000000000004,59.064
14,0,0,7,100,100,250,25,0,4,False,True,1,0.996629405,50.834,48.331999999999994,41.995000000000005,59.064
15,0,0,7,100,100,250,25,0,4,False,True,2,0.996629405,50.834,48.331999999999994,41.995000000000005,59.064
16,0,0,8,100,100,250,25,0,4,False,True,1,0.99615932,50.0,48.331999999999994,42.037000000000006,59.064
17,0,0,8,100,100,250,25,0,4,False,True,2,0.99615932,50.0,48.331999999999994,42.037000000000006,59.064
18,0,0,9,100,100,250,25,0,4,False,True,1,0.995689235,49.166,48.331999999999994,42.06400000000001,59.037
19,0,0,9,100,100,250,25,0,4,False,True,2,0.995689235,49.166,48.331999999999994,42.06400000000001,59.037
20,0,0,10,100,100,250,25,0,4,False,True,1,0.9952191499999999,48.331999999999994,48.331999999999994,42.101000000000006,59.037
21,0,0,10,100,100,250,25,0,4,False,True,2,0.9952191499999999,48.331999999999994,48.331999999999994,42.101000000000006,59.037
22,0,0,11,100,100,250,25,0,4,False,True,1,0.9946490649999999,48.331999999999994,49.166,42.101000000000006,59.0
23,0,0,11,100,100,250,25,0,4,False,True,2,0.9946490649999999,48.331999999999994,49.166,42.101000000000006,59.0
24,0,0,12,100,100,250,25,0,4,False,True,1,0.9941389799999999,48.331999999999994,50.0,42.101000000000006,59.0
25,0,0,12,100,100,250,25,0,4,False,True,2,0.9941389799999999,48.331999999999994,50.0,42.101000000000006,59.0
26,0,0,13,100,100,250,25,0,4,False,True,1,0.9936688949999999,48.331999999999994,50.834,42.06400000000001,59.037
27,0,0,13,100,100,250,25,0,4,False,True,2,0.9936688949999999,48.331999999999994,50.834,42.06400000000001,59.037
28,0,0,14,100,100,250,25,0,4,False,True,1,0.9931988099999999,48.331999999999994,51.668000000000006,42.02700000000001,59.0
29,0,0,14,100,100,250,25,0,4,False,True,2,0.9931988099999999,48.331999999999994,51.668000000000006,42.02700000000001,59.0
30,0,0,15,100,100,250,25,0,4,False,True,1,0.9926287249999999,49.166,51.668000000000006,42.02700000000001,58.963
31,0,0,15,100,100,250,25,0,4,False,True,2,0.9926287249999999,49.166,51.668000000000006,42.02700000000001,58.963
32,0,0,16,100,100,250,25,0,4,False,True,1,0.9921086399999999,50.0,51.668000000000006,42.05400000000001,58.963
33,0,0,16,100,100,250,25,0,4,False,True,2,0.9921086399999999,50.0,51.668000000000006,42.05400000000001,58.963
34,0,0,17,100,100,250,25,0,4,False,True,1,0.9916385549999999,50.834,51.668000000000006,42.01700000000001,59.0
35,0,0,17,100,100,250,25,0,4,False,True,2,0.9916385549999999,50.834,51.668000000000006,42.01700000000001,59.0
36,0,0,18,100,100,250,25,0,4,False,True,1,0.9911184699999999,51.668000000000006,51.668000000000006,41.97500000000001,58.958
37,0,0,18,100,100,250,25,0,4,False,True,2,0.9911184699999999,51.668000000000006,51.668000000000006,41.97500000000001,58.958
38,0,0,19,100,100,250,25,0,4,False,True,1,0.9906183849999999,52.50200000000001,51.668000000000006,41.94800000000001,58.985
39,0,0,19,100,100,250,25,0,4,False,True,2,0.9906183849999999,52.50200000000001,51.668000000000006,41.94800000000001,58.985
40,0,0,20,100,100,250,25,0,4,False,True,1,0.9901482999999999,52.50200000000001,50.834,41.91100000000001,58.948
41,0,0,20,100,100,250,25,0,4,False,True,2,0.9901482999999999,52.50200000000001,50.834,41.91100000000001,58.948
42,0,0,21,100,100,250,25,0,4,False,True,1,0.9896782149999999,52.50200000000001,50.0,41.87400000000001,58.985
43,0,0,21,100,100,250,25,0,4,False,True,2,0.9896782149999999,52.50200000000001,50.0,41.87400000000001,58.985
44,0,0,22,100,100,250,25,0,4,False,True,1,0.9892081299999999,52.50200000000001,49.166,41.91100000000001,58.985
45,0,0,22,100,100,250,25,0,4,False,True,2,0.9892081299999999,52.50200000000001,49.166,41.91100000000001,58.985
46,0,0,23,100,100,250,25,0,4,False,True,1,0.9887380449999998,52.50200000000001,48.331999999999994,41.94800000000001,58.948
47,0,0,23,100,100,250,25,0,4,False,True,2,0.9887380449999998,52.50200000000001,48.331999999999994,41.94800000000001,58.948
